età,maschi_italiani_2023,maschi_stranieri_2023,femmine_italiani_2023,femmine_stranieri_2023,survival_femmine,survival_maschi,fertility_italiani,fertility_stranieri,outmigration_2023,outmigration_2024,outmigration_2025,outmigration_2026,outmigration_2027,outmigration_2028,outmigration_2029,outmigration_2030,outmigration_2031,outmigration_2032,outmigration_2033,outmigration_2034,outmigration_2035,outmigration_2036,outmigration_2037,outmigration_2038,outmigration_2039,outmigration_2040,outmigration_2041,outmigration_2042,outmigration_2043,outmigration_2044,outmigration_2045,outmigration_2046,outmigration_2047,outmigration_2048,outmigration_2049,outmigration_2050,outmigration_2051,outmigration_2052,outmigration_2053,outmigration_2054,outmigration_2055,outmigration_2056,outmigration_2057,outmigration_2058,outmigration_2059,outmigration_2060,outmigration_2061,outmigration_2062,outmigration_2063,outmigration_2064,outmigration_2065,outmigration_2066,outmigration_2067,outmigration_2068,outmigration_2069,outmigration_2070,outmigration_2071,outmigration_2072,outmigration_2073,outmigration_2074,outmigration_2075,immigration_2023,immigration_2024,immigration_2025,immigration_2026,immigration_2027,immigration_2028,immigration_2029,immigration_2030,immigration_2031,immigration_2032,immigration_2033,immigration_2034,immigration_2035,immigration_2036,immigration_2037,immigration_2038,immigration_2039,immigration_2040,immigration_2041,immigration_2042,immigration_2043,immigration_2044,immigration_2045,immigration_2046,immigration_2047,immigration_2048,immigration_2049,immigration_2050,immigration_2051,immigration_2052,immigration_2053,immigration_2054,immigration_2055,immigration_2056,immigration_2057,immigration_2058,immigration_2059,immigration_2060,immigration_2061,immigration_2062,immigration_2063,immigration_2064,immigration_2065,immigration_2066,immigration_2067,immigration_2068,immigration_2069,immigration_2070,immigration_2071,immigration_2072,immigration_2073,immigration_2074,immigration_2075
34,280788,55740,272250,54992,0.9996838,0.99936491,87.220001,74.25,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
35,272324,56809,265652,56515,0.99965417,0.999336,83.080002,67.910004,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
36,272748,57087,267741,56660,0.99961448,0.99928522,73.800003,60.5,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
37,282174,56786,279722,55614,0.99955928,0.99922448,63.790001,51.41,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
38,288547,56884,286027,55906,0.99950647,0.9991588,52.720001,44.889999,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
39,296164,55378,293165,54760,0.99945652,0.9990676,42.5,37.369999,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
40,305271,57527,304622,56046,0.9993993,0.9989723,31.120001,27.92,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
41,308118,55637,308777,54955,0.99934107,0.99886262,23.17,21.4,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
42,316505,57821,315744,55598,0.99927181,0.99873137,14.52,13.68,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
43,329059,54340,329517,55487,0.99918288,0.99859971,9.0299997,9.4499998,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
44,350313,53556,350419,54252,0.9990871,0.99846542,5.5900002,5.1599998,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
45,364306,51139,365931,53240,0.99898112,0.99832582,3.4000001,3.49,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
46,384067,49097,385001,52071,0.99888247,0.99818552,2.3,2.1500001,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
47,405712,47314,407037,50996,0.99880791,0.99802029,1.4299999,1.05,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
48,426390,44168,426794,49528,0.99871212,0.99784118,0.99000001,0.86000001,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
49,425980,40478,427731,46997,0.99860108,0.9976567,0.58999997,0.51999998,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
50,431164,39939,431416,46716,0.99848229,0.99746227,1.08,0.92000002,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
51,436656,36581,439251,45220,0.99835241,0.99725711,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
52,432068,36503,434484,45137,0.9982177,0.99698991,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
53,444988,34806,448247,44407,0.99805897,0.99662918,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
54,440937,33971,443899,45075,0.9978652,0.9962548,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
55,444241,30591,448876,42973,0.99764258,0.99587142,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
56,453759,25957,458782,35631,0.99741709,0.99544328,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
57,452765,24324,458749,34375,0.99721128,0.9950456,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
58,458743,22830,465280,34468,0.99695033,0.99463928,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
59,427007,20780,437014,33456,0.99661517,0.99416029,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
60,410263,19495,422323,32268,0.9962765,0.99359149,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
61,401544,16735,414693,30644,0.9959026,0.99293512,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
62,386973,16550,400337,30247,0.995511,0.99214888,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
63,376965,14217,391360,27237,0.99511969,0.99126887,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
64,357061,13119,374424,25835,0.9946093,0.99032331,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
65,352452,11479,372024,23422,0.99397951,0.98927772,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
66,343716,10553,365040,21208,0.99336529,0.98817992,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
67,335084,9578,359264,18988,0.99277657,0.98705041,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
68,327741,8193,354812,16816,0.99211252,0.98574609,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
69,312003,6952,337753,14434,0.99127817,0.98409432,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
70,302844,6344,333180,13143,0.99025428,0.98217982,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390
